# Hostname exactly matches otr.cfo.dc.gov,,
# Start date: 20250916,,
# End date: 20251216,,
,,
Page title and screen class,Page path and screen class,Views
2011 Instructions to Complete the DC Combined Report for Franchise Tax Returns | otr,/node/397642,28
2011 Instructions to Complete the DC Combined Report for Franchise Tax Returns | otr,/publication/2011-instructions-complete-dc-combined-report-franchise-tax-returns,4
2011 Sales Tax Law Changes for Cigarettes | otr,/node/400792,14
2011 Sales Tax Law Changes for Cigarettes | otr,/publication/2011-sales-tax-law-changes-cigarettes,5
2012 Combined Reporting Schedules and Worksheets | otr,/node/810352,13
2012 Combined Reporting Schedules and Worksheets | otr,/publication/2012-combined-reporting-schedules-and-worksheets,8
2013 Business Tax Forms and Publications | otr,/node/970652,4
2013 Combined Reporting Schedules and Worksheets | otr,/node/389532,11
2013 Combined Reporting Schedules and Worksheets | otr,/publication/2013-combined-reporting-schedules-and-worksheets-0,2
2013 FR-800V Street Vendors and Mobile Food Services Minimum Sales Tax Quarterly Return (Fill-in version) | otr,/publication/2013-fr-800v-street-vendors-and-mobile-food-services-minimum-sales-tax-quarterly-return,1
2014 Business Tax Forms and Publications | otr,/node/1163311,2
2014 Combined Reporting Schedules and Worksheets | otr,/node/992172,8
2014 Combined Reporting Schedules and Worksheets | otr,/publication/2014-combined-reporting-schedules-and-worksheets,2
2014 FR-800M Sales and Use Tax Monthly Return (Fill-in version) | otr,/publication/2014-fr-800m-sales-and-use-tax-monthly-return-fill-version,2
2015 Business Tax Forms and Publications | otr,/node/1213956,5
2015 Combined Reporting Schedules and Worksheets | otr,/node/1141306,8
2015 Combined Reporting Schedules and Worksheets | otr,/publication/2015-combined-reporting-schedules-and-worksheets,4
2015 D-20 Corporate Franchise Tax Return Fill-In | otr,/publication/2015-d-20-corporate-franchise-tax-return-fill,2
2015 D-2441 | otr,/node/1129246,3
2015 D-40P SUB | otr,/publication/2015-d-40p-sub,1
2015 FR-800A Booklet | otr,/publication/2015-fr-800a-booklet,3
2015 FR-800A Sales and Use Tax Annual Return (Fill-in version) | otr,/publication/2015-fr-800a-sales-and-use-tax-annual-return-fill-version,2
2015 FR-800M Booklet | otr,/node/1530811,2
2015 FR-800SE Booklet | otr,/publication/2015-fr-800se-booklet,2
2015 Schedule H | otr,/publication/2015-schedule-h,5
2016 Combined Reporting Schedules | otr,/node/1214781,16
2016 Combined Reporting Schedules | otr,/publication/2016-combined-reporting-schedules,5
2016 D-30P Official | otr,/node/1216246,7
2016 D-40ES Estimated Payment for Individual Income Tax | otr,/node/1136576,6
2016 FR-800A Booklet | otr,/node/1530611,2
2016 FR-800A Use Booklet | otr,/node/1530616,12
2016 FR-800A Use Booklet | otr,/publication/2016-fr-800a-use-booklet,2
2016 FR-800M Booklet | otr,/node/1530621,9
2016 FR-800M Sales and Use Tax Monthly Return | otr,/publication/2016-fr-800m-sales-and-use-tax-monthly-return,1
2016 FR-800Q Booklet | otr,/node/1530626,1
2016 FR-800SE Booklet | otr,/node/1530631,4
2016 FR-800V Booklet | otr,/publication/2016-fr-800v-booklet,1
2016 FR-900B Employer/Payor Withholding Tax Annual Reconciliation and Report Fill-in Version | otr,/publication/2016-fr-900b-employerpayor-withholding-tax-annual-reconciliation-and-report-fill-version,3
2017 D-20 Corporate Franchise Tax Return | otr,/node/1296091,5
2017 D-40 and D-40EZ | otr,/node/1295116,10
2017 D-65 (Fill-in) | otr,/publication/2017-d-65-fill,1
2017 FP-31 Personal Property Tax Return Fill-in Version | otr,/publication/2017-fp-31-personal-property-tax-return-fill-version,11
2017 FP-31P Personal Property Tax Return Payment Voucher Fill-in Version | otr,/node/1150531,2
2017 FR-800A Booklet | otr,/node/1530581,64
2017 FR-800A Booklet | otr,/publication/2017-fr-800a-booklet,2
2017 FR-800A Use Booklet | otr,/node/1530586,3
2017 FR-800A Use Booklet | otr,/publication/2017-fr-800a-use-booklet,1
2017 FR-800M Booklet | otr,/node/1530591,35
2017 FR-800Q Sales and Use Tax Quarterly Return Fill-in | otr,/publication/2017-fr-800q-sales-and-use-tax-quarterly-return-fill-in,2
2017 FR-800SE Sales and Use Tax Special Event Return (Fill-in Version) | otr,/publication/2017-fr-800se-sales-and-use-tax-special-event-return-fill-version,3
2017 FR-900NP Annual Return for Withholding Reported on Forms 1099 and/or W-2G (Fill-in) | otr,/node/1209660,5
"2017 FR-COA Change of Name, Address or Identification Number | otr",/publication/2017-fr-coa-change-name-address-or-identification-number,1
2018 D-4 Employee Withholding Allowance Certificate (Fill-in) | otr,/node/1296531,12
2018 D-40 and D-40EZ Instruction Booklet | otr,/publication/2018-d-40-and-d-40ez-instruction-booklet,8
2018 D-40WH (Fill_in) | otr,/node/1380776,2
2018 D-41 BOOKLET | otr,/node/1376936,2
2018 DC-8379 | otr,/node/1376931,2
2018 Floor Tax Notice | otr,/publication/2018-floor-tax-notice,14
2018 FP-31 Personal Property Tax Return Fill-in Version | otr,/node/1247851,15
2018 FR-399 Qualified High Technology Companies (QHTC) | otr,/node/1470681,6
2018 FR-399 Qualified High Technology Companies (QHTC) | otr,/publication/2018-fr-399-qualified-high-technology-companies-qhtc,7
2018 Income Tax Withholding Instructions and Tables | otr,/node/1293711,92
2019 Alternative Fuel Vehicle Infrastructure and Conversion Residential Form (Fill-in) | otr,/node/1450596,79
2019 Alternative Fuel Vehicle Infrastructure and Conversion Residential Form (Fill-in) | otr,/publication/2019-alternative-fuel-vehicle-infrastructure-and-conversion-residential-form-fill,2
2019 Combined Group Members' Schedule and Combined Group Members' Schedule (Fill-in) | otr,/node/1451691,5
2019 D-20 Booklet and D-20 (Fill-in) | otr,/node/1451641,4
2019 D-20 Booklet and D-20 (Fill-in) | otr,/publication/2019-d-20-booklet-and-d-20-fill,11
2019 D-2210 and D-2210 (Fill-in) | otr,/node/1450526,80
2019 D-2210 and D-2210 (Fill-in) | otr,/publication/2019-d-2210-and-d-2210-fill,1
2019 D-2440 and D-2440 (Fill-in) | otr,/node/1450571,82
2019 D-2440 and D-2440 (Fill-in) | otr,/publication/2019-d-2440-and-d-2440-fill,1
2019 D-2441 and D-2441 (Fill-in) | otr,/node/1450576,81
2019 D-2441 and D-2441 (Fill-in) | otr,/publication/2019-d-2441-and-d-2441-fill,1
2019 D-30 Booklet and D-30 (Fill-in) | otr,/node/1451806,5
2019 D-30 Booklet and D-30 (Fill-in) | otr,/publication/2019-d-30-booklet-and-d-30-fill,162
2019 D-40 Booklet | otr,/node/1450516,159
2019 D-40 Booklet | otr,/publication/2019-d-40-booklet,77
2019 D-40B and D-40B (Fill-in) | otr,/node/1450551,82
2019 D-40B and D-40B (Fill-in) | otr,/publication/2019-d-40b-and-d-40b-fill,4
2019 D-40P and D-40P (Fill-in) | otr,/node/1450531,83
2019 D-40P and D-40P (Fill-in) | otr,/publication/2019-d-40p-and-d-40p-fill,1
2019 D-40WH and D-40WH (Fill-in) | otr,/node/1450546,84
2019 D-40WH and D-40WH (Fill-in) | otr,/publication/2019-d-40wh-and-d-40wh-fill,1
2019 DC Combined Reporting Instructions and Schedules and DC Combined Reporting Schedules (Fill-in) | otr,/node/1451711,2
2019 DC Combined Reporting Instructions and Schedules and DC Combined Reporting Schedules (Fill-in) | otr,/publication/2019-dc-combined-reporting-instructions-and-schedules-and-dc-combined-reporting,1
2019 DC-8379 and DC-8379 (Fill-in) | otr,/node/1453036,81
2019 DC-8379 and DC-8379 (Fill-in) | otr,/publication/2019-dc-8379-and-dc-8379-fill,5
2019 FR-127 and FR-127 (Fill-in) | otr,/node/1450581,82
2019 FR-127 and FR-127 (Fill-in) | otr,/publication/2019-fr-127-and-fr-127-fill,1
2019 FR-147 and FR-147 (Fill-in) | otr,/node/1450861,78
2019 FR-147 and FR-147 (Fill-in) | otr,/publication/2019-fr-147-and-fr-147-fill,3
2019 FR-399 Qualified High Technology Companies | otr,/node/1470636,2
2019 FR-400M (Instructions) | otr,/node/1744101,8
2019 FR-400M (Instructions) | otr,/publication/2019-fr-400m-instructions,2
2019 Schedule ELC and Schedule ELC (Fill-in) | otr,/node/1450556,79
2019 Schedule ELC and Schedule ELC (Fill-in) | otr,/publication/2019-schedule-elc-and-schedule-elc-fill,5
2019 Schedule H and Schedule H (Fill-in) | otr,/node/1450521,79
2019 Schedule H and Schedule H (Fill-in) | otr,/publication/2019-schedule-h-and-schedule-h-fill,8
2019 Schedule L and Schedule L (Fill-in) | otr,/node/1450591,84
2019 Schedule L and Schedule L (Fill-in) | otr,/publication/2019-schedule-l-and-schedule-l-fill,1
2019 Schedule QCGI and Schedule QCGI (Fill-in) | otr,/node/1450561,83
2019 Schedule QCGI and Schedule QCGI (Fill-in) | otr,/publication/2019-schedule-qcgi-and-schedule-qcgi-fill,3
2019 Schedule SR and Schedule SR (Fill-in) | otr,/node/1451681,6
2019 Schedule SR and Schedule SR (Fill-in) | otr,/publication/2019-schedule-sr-and-schedule-sr-fill,4
2020 AFVC-RES | otr,/node/1514346,76
2020 Alternative Fuel Vehicle Conversion and Infrastructure Commercial Form | otr,/node/1516031,82
2020 Alternative Fuel Vehicle Conversion and Infrastructure Commercial Form | otr,/publication/2020-alternative-fuel-vehicle-conversion-and-infrastructure-commercial-form-0,4
2020 Assessment Ratio Report | otr,/node/1442831,2
2020 Assessment Ratio Report | otr,/publication/2020-assessment-ratio-report,2
2020 Assessment Reference Materials | otr,/publication/2020-assessment-reference-materials,7
2020 Combined Group Members Schedule (Official and Fill-in) | otr,/node/1515916,80
2020 Combined Group Members Schedule (Official and Fill-in) | otr,/publication/2020-combined-group-members-schedule-official-and-fill,6
2020 D-20 Booklet and D-20 Fill-in | otr,/node/1515896,107
2020 D-20 Booklet and D-20 Fill-in | otr,/publication/2020-d-20-booklet-and-d-20-fill,24
2020 D-20CR QHTC Corporate Business Tax Credits (Official and Fill-in) | otr,/node/1515941,76
2020 D-20CR QHTC Corporate Business Tax Credits (Official and Fill-in) | otr,/publication/2020-d-20cr-qhtc-corporate-business-tax-credits-official-and-fill,1
2020 D-20ES and D-20ES (Fill-in) | otr,/node/1451801,5
2020 D-20P | otr,/node/1515951,78
2020 D-20P | otr,/publication/2020-d-20p,2
2020 D-2210 | otr,/node/1513991,80
2020 D-2210 | otr,/publication/2020-d-2210,5
2020 D-2220 | otr,/node/1515946,81
2020 D-2220 | otr,/publication/2020-d-2220,4
2020 D-2440 | otr,/node/1514171,77
2020 D-2441 | otr,/node/1514126,76
2020 D-30 Booklet and D-30 Fill-in | otr,/node/1516056,138
2020 D-30 Booklet and D-30 Fill-in | otr,/publication/2020-d-30-booklet-and-d-30-fill,79
2020 D-30ES and D-30ES (Fill-in) | otr,/node/1452046,7
2020 D-30P | otr,/node/1516066,79
2020 D-30P | otr,/publication/2020-d-30p,9
2020 D-40 Booklet | otr,/node/1513941,153
2020 D-40 Booklet | otr,/publication/2020-d-40-booklet,33
2020 D-40B | otr,/node/1514271,85
2020 D-40B | otr,/publication/2020-d-40b,4
2020 D-40ES and D-40ES (Fill-in) | otr,/node/1450566,80
2020 D-40ES and D-40ES (Fill-in) | otr,/publication/2020-d-40es-and-d-40es-fill,5
2020 D-40P | otr,/node/1514011,80
2020 D-41 | otr,/node/1514421,78
2020 D-41 | otr,/publication/2020-d-41,4
2020 D-41 Booklet | otr,/node/1514386,76
2020 D-41 Booklet | otr,/publication/2020-d-41-booklet,2
2020 D-41ES and D-41ES (Fill-in) | otr,/node/1450626,1
2020 D-41ES and D-41ES (Fill-in) | otr,/publication/2020-d-41es-and-d-41es-fill,4
2020 D-41P | otr,/node/1514431,80
2020 D-65 Booklet and Fill-in | otr,/node/1516091,81
2020 D-65 Booklet and Fill-in | otr,/publication/2020-d-65-booklet-and-fill,4
2020 DC Combined Reporting Instructions and Schedules | otr,/node/1516506,81
2020 DC Combined Reporting Instructions and Schedules | otr,/publication/2020-dc-combined-reporting-instructions-and-schedules,10
2020 DC-8379 | otr,/node/1513976,77
2020 DC-8379 | otr,/publication/2020-dc-8379,5
2020 Form WT Official and Fill-in | otr,/node/1452866,3
2020 FP-31 Schedules A-B-C-D1-D2 (Fill-in) | otr,/node/1417291,122
2020 FP-31 Schedules A-B-C-D1-D2 (Fill-in) | otr,/publication/2020-fp-31-schedules-b-c-d1-d2-fill,61
2020 FP-31 Schedules D3-D4 (Fill-in) | otr,/node/1417296,42
2020 FP-31 Schedules D3-D4 (Fill-in) | otr,/publication/2020-fp-31-schedules-d3-d4-fill,9
2020 FR-120 | otr,/node/1515956,80
2020 FR-120 | otr,/publication/2020-fr-120,5
2020 FR-127 | otr,/node/1514026,205
2020 FR-127 | otr,/publication/2020-fr-127,5
2020 FR-127F | otr,/node/1514436,79
2020 FR-130 | otr,/node/1516071,79
2020 FR-130 | otr,/publication/2020-fr-130,2
2020 FR-147 | otr,/node/1514111,75
2020 FR-147 | otr,/publication/2020-fr-147,1
2020 FR-165 | otr,/node/1516101,79
2020 FR-165 | otr,/publication/2020-fr-165,3
2020 FR-400M (Instructions) | otr,/node/1744096,1
"2020 FR-900A Official, Fill-in and Instructions | otr",/node/1452696,5
"2020 FR-900A Official, Fill-in and Instructions | otr",/publication/2020-fr-900a-official-fill-and-instructions,5
"2020 FR-900NP Official, Fill-in and Instructions | otr",/node/1453081,7
"2020 FR-900NP Official, Fill-in and Instructions | otr",/publication/fr-900np-official-fill-and-instructions-2020,6
2020 FR-900P Official and Fill-in | otr,/node/1452861,8
"2020 FR-900Q Official, Fill-in and Instructions | otr",/node/1452686,6
"2020 FR-900Q Official, Fill-in and Instructions | otr",/publication/2020-fr-900q-official-fill-and-instructions,5
2020 QHTC-Cert (Fill-in) | otr,/node/1417281,22
2020 QHTC-Cert (Fill-in) | otr,/publication/2020-qhtc-cert-fill,2
2020 Schedule ELC | otr,/node/1513956,78
2020 Schedule ELC | otr,/publication/2020-schedule-elc,1
2020 Schedule H | otr,/node/1513951,80
2020 Schedule H | otr,/publication/2020-schedule-h,4
2020 Schedule I | otr,/node/1799606,80
2020 Schedule I | otr,/publication/2020-schedule-i,0
2020 Schedule L | otr,/node/1514266,77
2020 Schedule N | otr,/node/1799611,76
2020 Schedule N | otr,/publication/2020-schedule-n,1
2020 Schedule S | otr,/node/1799546,78
2020 Schedule SR | otr,/node/1515906,78
2020 Schedule SR | otr,/publication/2020-schedule-sr,4
2020 Schedule U | otr,/node/1799551,76
2020 Schedule U | otr,/publication/2020-schedule-u,1
2020 Schedule UB | otr,/node/1515901,81
2020 Schedule UB | otr,/publication/2020-schedule-ub,4
2020 Worldwide Combined Reporting Election Form (Official and Fill-in) | otr,/node/1515926,78
2020 Worldwide Combined Reporting Election Form (Official and Fill-in) | otr,/publication/2020-worldwide-combined-reporting-election-form-official-and-fill,1
2021 Alternative Fuel Vehicle Conversion and Infrastructure Credits - Commercial Form | otr,/node/1580121,81
2021 Alternative Fuel Vehicle Conversion and Infrastructure Credits - Commercial Form | otr,/publication/2021-alternative-fuel-vehicle-conversion-and-infrastructure-credits-commercial-form,4
2021 Alternative Fuel Vehicle Conversion and Infrastructure Credits - Residential Form | otr,/node/1576271,81
2021 Alternative Fuel Vehicle Conversion and Infrastructure Credits - Residential Form | otr,/publication/2021-alternative-fuel-vehicle-conversion-and-infrastructure-credits-residential-form,6
2021 Assessment Ratio Report | otr,/node/1528006,6
2021 Assessment Ratio Report | otr,/publication/2021-assessment-ratio-report,3
2021 Buyer Book | otr,/node/1566636,19
2021 Buyer Book | otr,/publication/2021-buyer-book,5
2021 Combined Group Members' Schedule | otr,/node/1579451,80
2021 Combined Group Members' Schedule | otr,/publication/2021-combined-group-members-schedule,4
2021 D-20 Booklet | otr,/node/1575416,92
2021 D-20 Booklet | otr,/publication/2021-d-20-booklet,15
2021 D-20 Fill-in | otr,/node/1579426,107
2021 D-20 Fill-in | otr,/publication/2021-d-20-fill,14
2021 D-20CR QHTC Corporate Business Tax Credits (Official and Fill-in) | otr,/node/1799626,76
2021 D-20CR QHTC Corporate Business Tax Credits (Official and Fill-in) | otr,/publication/2021-d-20cr-qhtc-corporate-business-tax-credits-official-and-fill,2
2021 D-20ES | otr,/node/1515986,78
2021 D-20ES | otr,/publication/2021-d-20es,5
2021 D-20P | otr,/node/1579481,75
2021 D-20P | otr,/publication/2021-d-20p,2
2021 D-2210 | otr,/node/1576001,82
2021 D-2210 | otr,/publication/2021-d-2210,6
2021 D-2220 | otr,/node/1579466,78
2021 D-2440 | otr,/node/1576046,82
2021 D-2440 | otr,/publication/2021-d-2440,4
2021 D-2441 | otr,/node/1576051,81
2021 D-2441 | otr,/publication/2021-d-2441,5
2021 D-30 Booklet | otr,/node/1575456,97
2021 D-30 Booklet | otr,/publication/2021-d-30-booklet,13
2021 D-30 Fill-in | otr,/node/1579571,123
2021 D-30 Fill-in | otr,/publication/2021-d-30-fill,88
2021 D-30ES Booklet and Fill-in | otr,/node/1516076,80
2021 D-30ES Booklet and Fill-in | otr,/publication/2021-d-30es-booklet-and-fill,6
2021 D-30P | otr,/node/1580406,80
2021 D-30P | otr,/publication/2021-d-30p-feb4,3
2021 D-40 | otr,/node/1575901,116
2021 D-40 | otr,/publication/2021-d-40,6
2021 D-40 Booklet | otr,/node/1575406,117
2021 D-40 Booklet | otr,/publication/2021-d-40-booklet,33
2021 D-40B | otr,/node/1576061,92
2021 D-40B | otr,/publication/2021-d-40b,15
2021 D-40ES | otr,/node/1514306,81
2021 D-40ES | otr,/publication/2021-d-40es,4
2021 D-40P | otr,/node/1576021,77
2021 D-40P | otr,/publication/2021-d-40p,5
2021 D-41 | otr,/node/1576076,84
2021 D-41 | otr,/publication/2021-d-41,4
2021 D-41 Booklet | otr,/node/1575411,83
2021 D-41 Booklet | otr,/publication/2021-d-41-booklet,3
2021 D-41ES | otr,/node/1514441,79
2021 D-41P | otr,/node/1576086,82
2021 D-41P | otr,/publication/2021-d-41p,4
2021 D-65 Booklet | otr,/node/1575476,77
2021 D-65 Booklet | otr,/publication/2021-d-65-booklet,1
2021 D-65 Fill-in | otr,/node/1578031,75
2021 D-65 Fill-in | otr,/publication/2021-d-65-fill,1
2021 D-8609 | otr,/node/1576181,88
2021 D-8609 | otr,/publication/2021-d-8609,8
2021 D-8609A | otr,/node/1576186,88
2021 D-8609A | otr,/publication/2021-d-8609a,4
2021 D-8609DS | otr,/node/1576191,84
2021 D-8609DS | otr,/publication/2021-d-8609ds,3
2021 DC Combined Reporting Instructions and Schedules (Official and Fill-in) | otr,/node/1580671,83
2021 DC Combined Reporting Instructions and Schedules (Official and Fill-in) | otr,/publication/2021-dc-combined-reporting-instructions-and-schedules-official-and-fill,4
2021 DC-8379 | otr,/node/1575996,77
2021 FR-120 | otr,/node/1579556,73
2021 FR-127 | otr,/node/1576026,79
2021 FR-127 | otr,/publication/2021-fr-127,8
2021 FR-127F | otr,/node/1576091,81
2021 FR-127F | otr,/publication/2021-fr-127f,6
2021 FR-130 | otr,/node/1580421,75
2021 FR-130 | otr,/publication/2021-fr-130,2
2021 FR-147 | otr,/node/1576041,85
2021 FR-147 | otr,/publication/2021-fr-147,24
2021 FR-165 | otr,/node/1578026,77
2021 FR-165 | otr,/publication/2021-fr-165,3
2021 FR-400M (Instructions) | otr,/node/1744091,2
"2021 FR-900A Official, Fill-in and Instructions | otr",/node/1521831,5
"2021 FR-900A Official, Fill-in and Instructions | otr",/publication/2021-fr-900a-official-fill-and-instructions,5
"2021 FR-900NP Official, Fill-in and Instructions | otr",/node/1521841,7
"2021 FR-900NP Official, Fill-in and Instructions | otr",/publication/2021-fr-900np-official-fill-and-instructions,7
2021 FR-900P Official and Fill-in | otr,/node/1521846,5
2021 FR-900P Official and Fill-in | otr,/publication/2021-fr-900p-official-and-fill,2
"2021 FR-900Q Official, Fill-in and Instructions | otr",/node/1521826,4
"2021 FR-900Q Official, Fill-in and Instructions | otr",/publication/2021-fr-900q-official-fill-and-instructions,13
2021 Schedule ELC | otr,/node/1575971,82
2021 Schedule ELC | otr,/publication/2021-schedule-elc,5
2021 Schedule H | otr,/node/1575916,77
2021 Schedule H | otr,/publication/2021-schedule-h,6
2021 Schedule I | otr,/node/1575956,84
2021 Schedule I | otr,/publication/2021-schedule-i,5
2021 Schedule L | otr,/node/1576056,83
2021 Schedule L | otr,/publication/2021-schedule-l,5
2021 Schedule N | otr,/node/1575966,80
2021 Schedule N | otr,/publication/2021-schedule-n,6
2021 Schedule S | otr,/node/1575921,80
2021 Schedule SR | otr,/node/1579446,78
2021 Schedule SR | otr,/publication/2021-schedule-sr,4
2021 Schedule U | otr,/node/1575946,79
2021 Schedule U | otr,/publication/2021-schedule-u,2
2021 Schedule UB | otr,/node/1579436,78
2021 Schedule UB | otr,/publication/2021-schedule-ub,2
2021 US Bank ReliaCard Pre-Acquisition Disclosure | otr,/node/1575906,80
2021 US Bank ReliaCard Pre-Acquisition Disclosure | otr,/publication/2021-us-bank-reliacard-pre-acquisition-disclosure,5
2021 Worldwide Combined Reporting Election Form | otr,/node/1579456,78
2022 Alternative Fuel Vehicle Conversion and Infrastructure Credits - Commercial Form | otr,/node/1642721,79
2022 Alternative Fuel Vehicle Conversion and Infrastructure Credits - Commercial Form | otr,/publication/2022-alternative-fuel-vehicle-conversion-and-infrastructure-credits-commercial-form,3
2022 Alternative Fuel Vehicle Infrastructure and Conversion Residential Form | otr,/node/1639516,105
2022 Assessment Ratio Report | otr,/node/1609966,5
2022 Assessment Ratio Report | otr,/publication/2022-assessment-ratio-report,4
2022 Buyer's Book | otr,/node/1611596,12
2022 Buyer's Book | otr,/publication/2022-buyers-book,4
2022 Combined Group Member's Schedule (Official and Fill-in) | otr,/node/1642521,83
2022 Combined Group Member's Schedule (Official and Fill-in) | otr,/publication/2022-combined-group-members-schedule-official-and-fill,4
2022 D-20 Booklet | otr,/node/1642416,101
2022 D-20 Booklet | otr,/publication/2022-d-20-booklet,35
2022 D-20 Fill-in | otr,/node/1642496,127
2022 D-20 Fill-in | otr,/publication/2022-d-20-fill-in,20
2022 D-20CR QHTC Corporate Business Tax Credits (Official and Fill-in) | otr,/node/1642701,76
2022 D-20CR QHTC Corporate Business Tax Credits (Official and Fill-in) | otr,/publication/2022-d-20cr-qhtc-corporate-business-tax-credits-official-and-fill,2
2022 D-20ES | otr,/node/1579586,75
2022 D-20ES | otr,/publication/2022-d-20es,4
2022 D-20P (Official and Fill-in) | otr,/node/1642711,74
2022 D-20P (Official and Fill-in) | otr,/publication/2022-d-20p-official-and-fill,1
2022 D-2210 | otr,/node/1639441,137
2022 D-2210 | otr,/publication/2022-d-2210,6
2022 D-2220 (Official and Fill-in) | otr,/node/1642706,82
2022 D-2220 (Official and Fill-in) | otr,/publication/2022-d-2220-official-and-fill,5
2022 D-2440 | otr,/node/1639476,135
2022 D-2440 | otr,/publication/2022-d-2440,3
2022 D-2441 | otr,/node/1639481,132
2022 D-2441 | otr,/publication/2022-d-2441,2
2022 D-30 (Fill-in) | otr,/node/1642911,109
2022 D-30 (Fill-in) | otr,/publication/2022-d-30-fill,91
2022 D-30 Booklet | otr,/node/1642731,103
2022 D-30 Booklet | otr,/publication/2022-d-30-booklet,42
2022 D-30ES | otr,/node/1579596,77
2022 D-30ES | otr,/publication/2022-d-30es,4
2022 D-30P (Official and Fill-in) | otr,/node/1642736,81
2022 D-30P (Official and Fill-in) | otr,/publication/2022-d-30p-official-and-fill,5
2022 D-40 | otr,/node/1639256,236
2022 D-40 | otr,/publication/2022-d-40,81
2022 D-40 Booklet | otr,/node/1639856,175
2022 D-40 Booklet | otr,/publication/2022-d-40-booklet-01,21
2022 D-40B | otr,/node/1639501,151
2022 D-40B | otr,/publication/2022-d-40b,22
2022 D-40ES | otr,/node/1576381,80
2022 D-40ES | otr,/publication/2022-d40ES,5
2022 D-40P | otr,/node/1639446,136
2022 D-40P | otr,/publication/2022-d-40p,6
2022 D-41 | otr,/node/1639526,139
2022 D-41 | otr,/publication/2022-d-41,4
2022 D-41 Booklet | otr,/node/1639521,110
2022 D-41 Booklet | otr,/publication/2022-d-41-booklet,4
2022 D-41ES | otr,/node/1576301,83
2022 D-41ES | otr,/publication/2022-d41es-1,3
2022 D-41P | otr,/node/1639536,136
2022 D-65 Booklet | otr,/node/1643436,82
2022 D-65 Booklet | otr,/publication/2022-d-65-booklet,5
2022 D-8609 | otr,/node/1639286,203
2022 D-8609 | otr,/publication/2022-d-8609,5
2022 DC Combined Reporting Instructions and Schedules (Official and Fill-in) | otr,/node/1644806,80
2022 DC Combined Reporting Instructions and Schedules (Official and Fill-in) | otr,/publication/2022-dc-combined-reporting-instructions-and-schedules-official-and-fill,23
2022 DC-8379 | otr,/node/1639436,137
2022 DC-8379 | otr,/publication/2022-dc-8379,1
2022 FR-120 (Official and Fill-in) | otr,/node/1642716,80
2022 FR-120 (Official and Fill-in) | otr,/publication/2022-fr-120-official-and-fill,11
2022 FR-127 | otr,/node/1639456,138
2022 FR-127 | otr,/publication/2022-fr-127,6
2022 FR-127F | otr,/node/1639541,134
2022 FR-130 (Official and Fill-in) | otr,/node/1642751,77
2022 FR-130 (Official and Fill-in) | otr,/publication/2022-fr-130-official-and-fill,4
2022 FR-147 | otr,/node/1639471,135
2022 FR-147 | otr,/publication/2022-fr-147,17
2022 FR-165 (Official and Fill-in) | otr,/node/1642766,79
2022 FR-165 (Official and Fill-in) | otr,/publication/2022-fr-165-official-and-fill,2
2022 FR-400M (Instructions) | otr,/node/1744086,2
2022 FR-900A (Fill-in) | otr,/node/1636276,3
